customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3908-IDZLL,Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),30.53,2189.09,No
5598-QOIGJ,Female,0,Yes,No,72,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,66.23,4766.47,No
3735-LYGRO,Female,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.25,180.61,No
1223-FZLKT,Female,1,No,Yes,41,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),70.17,2878.22,Yes
1225-FXVYE,Female,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,85.08,517.37,Yes
9401-PHYZT,Female,0,No,Yes,12,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,73.26,875.58,No
7558-KJXYL,Female,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),23.72,729.62,No
9795-FTEWI,Female,0,No,No,19,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,114.55,2164.24,Yes
4385-PVNVH,Female,0,No,Yes,41,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),84.84,3468.8,No
3835-SNGER,Male,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,22.22,1602.87,Yes
9353-KVHAV,Female,0,Yes,No,0,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),71.23, ,No
2963-BRGZQ,Male,0,Yes,No,62,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),57.29,3564.78,No
4061-WNXGV,Male,0,Yes,Yes,12,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,104.2,1254.89,No
9101-TBQLL,Male,0,Yes,No,12,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),73.27,881.22,No
5607-RMLQD,Male,0,No,No,0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.45, ,Yes
2726-WJKFF,Male,0,No,No,43,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),84.74,3650.76,Yes
5584-OBDEQ,Female,0,No,Yes,34,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,54.08,1832.0,No
5647-SCRUS,Female,0,No,No,53,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),57.21,3023.27,No
4391-SOFPH,Male,0,Yes,No,4,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.19,382.27,Yes
3739-PKGQQ,Female,0,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),98.03,493.48,No
1877-WAQDU,Female,0,Yes,No,8,No,No phone service,DSL,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),52.37,426.44,No
1292-TXWYG,Female,0,Yes,No,18,No,No phone service,DSL,Yes,Yes,No,No,No,No,Two year,No,Mailed check,59.92,1074.52,No
3686-JQGAG,Female,0,No,No,10,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Electronic check,80.72,817.89,No
1889-XKILC,Female,1,No,No,8,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,59.31,469.48,No
5542-DDYMW,Male,1,Yes,Yes,4,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,91.2,366.94,No
5690-JEGXP,Male,0,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,70.3,289.02,No
8520-LBGKM,Male,0,Yes,No,15,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),97.43,1444.72,Yes
8710-BGOYK,Male,0,Yes,Yes,14,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),106.6,1500.96,No
1028-BPGME,Male,0,Yes,Yes,36,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),75.43,2717.95,No
6755-SGFHM,Female,0,No,Yes,41,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),70.98,2905.61,Yes
7372-BIKXF,Female,0,No,No,28,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.49,2867.76,No
1572-ZGYGS,Male,0,No,No,42,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,73.66,3076.72,No
1325-KKGBS,Male,0,No,No,2,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),78.83,156.01,No
2721-FQYEG,Female,0,Yes,Yes,14,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),96.38,1332.37,No
4808-ASFRJ,Female,0,No,No,8,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),83.32,682.29,No
1091-KAAME,Male,0,No,Yes,6,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,54.86,310.27,No
9128-TCRIN,Male,0,No,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.29,544.3,Yes
9990-QWNDE,Female,1,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.0,979.73,No
8065-UQVYB,Female,0,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.96,51.8,Yes
6622-VEDDF,Male,0,Yes,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),80.32,259.93,No
6780-MVEWY,Female,1,No,Yes,24,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.49,1302.78,No
1665-WGTAN,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),81.1,239.74,No
2079-DQUNP,Male,1,No,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,89.44,3137.16,Yes
8951-XTHXC,Female,1,Yes,No,42,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,84.44,3543.83,No
8233-OVJRV,Male,0,Yes,Yes,17,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,104.41,1791.6,Yes
7256-MAEZM,Female,0,Yes,No,57,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),92.6,5275.1,No
7554-YNXCO,Male,0,Yes,Yes,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.8, ,No
5798-NLLKQ,Female,0,Yes,No,6,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,55.62,334.15,No
3855-QUYWT,Female,1,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.59,863.07,No
5543-KYYBJ,Male,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),74.77,5378.79,Yes
2353-KFDXL,Male,1,No,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,101.96,7344.48,No
3934-WZYME,Female,0,No,No,0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,86.12, ,No
9325-AFRVI,Male,1,Yes,Yes,23,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,96.91,2218.29,Yes
4671-YOZHS,Male,0,No,No,0,No,No phone service,DSL,No,No,No,No,Yes,No,One year,No,Credit card (automatic),53.48, ,No
9444-FVCJA,Female,0,No,No,28,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),79.97,2250.52,No
6435-NDZLF,Female,0,No,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,88.93,3102.17,No
4241-RGGKD,Female,0,Yes,Yes,46,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,No,Electronic check,76.4,3526.96,No
2587-AMRIZ,Male,0,Yes,No,18,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,68.89,1246.38,No
6783-IWIJB,Female,0,No,Yes,45,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,88.06,3974.57,Yes
4301-OCKFC,Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),73.28,4467.17,No
2079-KOMTJ,Male,0,Yes,No,18,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,116.76,2083.52,No
8982-YRRGO,Male,0,Yes,No,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.44,1428.39,Yes
4985-RTIXB,Male,0,Yes,Yes,16,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Mailed check,86.75,1370.37,No
6991-TBKZG,Female,0,No,Yes,16,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.18,1178.3,No
3653-JEKAB,Male,0,No,No,35,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,25.66,889.99,No
5864-SBUTW,Female,1,No,Yes,1,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.2,104.22,No
3196-XDLVT,Female,0,No,No,14,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),27.01,376.64,No
2309-AXNDE,Female,0,No,No,17,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,58.39,1010.99,Yes
9215-WMPXM,Female,0,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.33,106.09,No
3711-VZBPF,Male,0,Yes,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.81,536.76,No
1946-CKEQZ,Male,0,Yes,No,14,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,85.64,1203.86,No
2308-KCTJJ,Male,0,Yes,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.66,657.77,No
5811-OJJZS,Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,26.2,255.67,No
5480-XZJBQ,Female,0,Yes,No,71,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,76.03,5394.3,No
1669-XGGTI,Male,0,Yes,No,12,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,74.57,908.51,No
1109-QAITU,Female,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,26.65,627.75,No
7499-HMDII,Male,0,No,Yes,6,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Mailed check,49.17,292.69,Yes
3047-VRLJK,Male,0,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.25,523.42,No
4238-IFSPO,Female,0,No,No,17,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,81.0,1393.76,No
3511-EPASE,Female,0,Yes,No,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,86.42,878.19,Yes
1486-SVEQZ,Female,0,No,No,10,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),91.95,912.15,No
3261-HABOT,Male,0,Yes,Yes,11,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Mailed check,75.95,832.14,No
7843-RKYJX,Female,0,Yes,No,13,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),59.3,775.74,Yes
2667-EDMYM,Male,0,Yes,Yes,6,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),85.11,510.36,No
2425-XBPAZ,Female,0,Yes,No,7,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,99.39,703.97,No
2490-ICYGJ,Male,0,No,No,72,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,87.77,6319.5,Yes
1832-JUIOO,Female,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.48,192.18,No
1440-EIZVI,Female,0,Yes,No,23,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.25,414.44,No
6190-XWLYI,Female,0,Yes,No,10,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),68.28,712.67,Yes
4262-IQASF,Female,0,No,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.95,917.56,No
8972-BIZND,Male,0,No,No,28,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,86.35,2405.23,Yes
6539-UOHZD,Male,0,No,No,9,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,94.6,857.27,Yes
8727-UDPVL,Male,1,No,No,30,No,No phone service,DSL,No,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),56.83,1712.04,No
1818-HFJER,Male,0,No,Yes,33,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),72.04,2367.7,No
6641-JGRAG,Female,0,Yes,Yes,3,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,71.79,223.3,Yes
8232-ODTJW,Female,0,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),28.35,571.19,No
7523-NPABG,Male,1,No,Yes,39,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),78.53,3067.31,No
9974-QWPMK,Male,1,No,No,1,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,56.65,51.14,No
3956-NKJCQ,Male,1,No,No,17,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,104.44,1755.51,No
7458-REFQK,Male,0,No,No,43,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Mailed check,74.55,3207.57,No
4091-PIBEA,Male,1,No,Yes,72,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,77.96,5616.41,No
4203-DVZYC,Female,0,No,No,25,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,75.12,1885.5,No
8382-LJBKJ,Female,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),24.56,233.81,Yes
4349-FRBBJ,Male,1,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.23,483.87,No
1583-PRMOU,Male,0,Yes,No,0,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,85.02, ,Yes
8083-HJNER,Female,0,No,No,14,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,56.88,810.68,No
6285-KUKTT,Male,0,Yes,No,31,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,103.71,3213.99,No
1788-RYRJB,Male,0,Yes,No,0,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,64.01, ,No
6273-INSJW,Female,0,Yes,Yes,22,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,54.41,1198.52,Yes
8612-FNDZO,Female,0,Yes,No,21,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,77.61,1635.22,Yes
5240-SSQFK,Female,0,No,Yes,5,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),59.61,292.25,No
5047-YHKGZ,Male,0,No,No,20,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),104.95,2088.83,No
5663-VYSZJ,Male,0,No,No,12,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),99.76,1187.78,No
1680-DWOMY,Female,0,No,Yes,15,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),76.38,1146.6,No
9001-BPIMC,Male,0,Yes,Yes,9,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,95.02,865.09,Yes
9872-MUVBH,Male,0,Yes,No,39,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Electronic check,85.74,3358.04,No
5922-IPBFV,Male,1,No,No,10,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,No,Mailed check,78.23,800.88,No
7521-EIAIJ,Male,0,Yes,No,37,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,96.53,3579.24,No
3486-DCJOK,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.88,33.98,No
3317-FLMQP,Female,1,No,No,7,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,83.44,593.93,No
8842-BKICR,Male,0,Yes,Yes,12,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),78.33,945.98,No
2293-BQVZH,Female,0,Yes,Yes,12,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,94.68,1134.41,No
8849-ZRYSH,Female,0,Yes,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),26.81,357.15,No
6255-CCLVQ,Male,0,Yes,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,34.36,845.3,No
5323-QNSIU,Female,0,Yes,No,20,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.9,1824.84,No
8844-KTCUO,Female,0,No,No,17,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),66.78,1129.91,No
5810-THDLH,Male,0,No,No,43,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,72.85,3135.48,Yes
1869-OLPPU,Female,0,Yes,No,5,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,73.37,356.32,No
9627-TDKMI,Male,0,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.69,1065.84,No
4587-LIMPZ,Male,0,Yes,Yes,40,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Electronic check,65.92,2641.69,No
9297-MGZSX,Female,0,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,94.44,449.47,No
8024-MMZUB,Male,0,No,No,23,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,71.36,1651.18,No
4849-VMZIA,Female,0,No,No,6,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,76.62,475.95,Yes
9333-PTOAQ,Female,0,No,No,68,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Mailed check,70.23,4788.72,Yes
8325-MOPPB,Male,1,No,No,16,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,79.1,1276.83,Yes
9234-HTCLT,Male,0,No,No,5,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,108.4,561.43,No
8631-UQKQS,Male,0,No,No,24,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),99.17,2391.2,Yes
8413-ALORW,Male,0,No,Yes,29,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,75.64,2189.09,No
5701-AMOGO,Male,0,No,No,22,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Mailed check,75.47,1665.76,No
5083-JNFNX,Male,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.56,157.54,No
3296-VLKYT,Male,0,No,No,31,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),67.46,2086.42,No
9853-TAHYN,Male,0,Yes,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,25.06,1587.77,No
6985-YWEWY,Male,0,Yes,No,72,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.2,7350.51,Yes
2543-PVPMT,Male,0,Yes,No,27,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,45.86,1224.78,No
6902-AVCFV,Female,0,No,No,44,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.29,1068.88,Yes
9529-CJQGO,Female,0,Yes,No,72,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,75.45,5409.64,Yes
1730-YKQEG,Male,0,Yes,Yes,1,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),74.76,75.07,No
3130-YXOCO,Male,0,Yes,Yes,15,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,54.06,803.6,No
3916-WLTEC,Male,0,No,No,8,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,59.71,466.03,Yes
7265-IGZBW,Male,0,Yes,Yes,15,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),68.13,1020.5,No
3810-UPIMS,Male,0,No,No,59,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,74.21,4400.63,Yes
8999-TQFDA,Female,0,No,No,72,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,79.34,5719.22,No
6310-SIMHW,Male,0,Yes,No,56,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.27,5660.05,No
9812-OKLND,Male,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,88.44,434.64,No
5512-XDSIJ,Female,0,Yes,No,38,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,69.7,2648.66,Yes
2379-TIMLK,Male,1,Yes,No,40,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),73.01,2917.43,No
8819-RLPET,Male,1,No,No,20,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,39.99,799.89,No
9459-UYKIR,Female,0,No,No,30,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,90.76,2716.35,No
2725-YCTQN,Male,0,Yes,Yes,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,28.51,1603.13,No
2232-YHEEI,Male,0,No,No,72,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,71.82,5176.55,No
9338-WIVRP,Female,0,Yes,No,0,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,63.08, ,No
9480-BNNAZ,Male,0,No,No,7,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),22.42,153.58,No
2721-YPOZO,Female,0,No,No,65,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),98.51,6395.36,No
2195-PNXOW,Male,0,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),26.33,241.4,No
2306-JCWQH,Female,0,No,No,2,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Mailed check,88.13,193.56,Yes
1909-UJADA,Female,0,Yes,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),102.94,924.6,Yes
2695-TOMBS,Male,1,No,Yes,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,32.04,549.04,No
9855-MXKVO,Female,0,No,No,11,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,84.82,925.29,No
3825-IITAQ,Female,0,No,Yes,37,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),87.85,3246.66,Yes
2789-ROFGQ,Male,0,Yes,No,22,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),60.73,1312.26,No
4653-HLUNL,Female,0,Yes,No,13,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.34,1119.85,Yes
6494-JVTOG,Female,0,No,No,72,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,94.53,6794.16,No
4129-IJJPG,Male,0,No,Yes,52,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,95.83,4986.71,No
