customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureGroup
1560-JFRMC,Male,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,25.77,23.77,No,0-12 months
8629-FCPGT,Female,No,No,No,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),23.81,1714.02,No,49+ months
8693-IOUCB,Male,Yes,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,25.31,Yes,0-12 months
8002-BCRNT,Female,No,Yes,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,30.98,163.76,No,0-12 months
7097-JYBYV,Female,Yes,No,No,13,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Credit card (automatic),63.28,818.19,No,13-24 months
5259-NANPV,Female,Yes,No,No,65,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),88.07,5716.49,No,49+ months
9429-TCCIF,Male,No,Yes,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.45,122.55,No,0-12 months
2048-MUBHU,Male,No,No,Yes,12,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),71.05,863.02,No,0-12 months
8137-DYODM,Male,No,No,Yes,72,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,95.07,6847.74,No,49+ months
8179-MNTRF,Female,Yes,No,Yes,22,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),98.1,2166.74,No,13-24 months
3719-KBWSS,Male,Yes,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.25,406.17,Yes,13-24 months
7488-BKRXO,Female,No,Yes,Yes,72,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),66.01,4766.63,No,49+ months
9648-WSICU,Female,No,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,27.95,433.15,No,13-24 months
6448-NSGPP,Male,No,Yes,No,0,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),70.3,0.0,No,0-12 months
7907-ADDGH,Female,No,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,25.91,0.0,No,0-12 months
7928-EGTTD,Female,No,Yes,No,27,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,83.25,2242.96,No,25-48 months
5517-GRETC,Female,No,Yes,No,5,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,84.45,431.13,No,0-12 months
2549-GEVEW,Female,No,Yes,No,15,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,91.12,1366.42,No,13-24 months
5481-UVFOU,Male,No,Yes,Yes,19,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,79.85,1516.54,No,13-24 months
7793-WZXGE,Female,No,No,Yes,26,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.29,2585.36,No,25-48 months
7356-ZRMUU,Female,No,Yes,No,2,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,93.14,189.61,Yes,0-12 months
3385-EMDQC,Female,No,Yes,Yes,34,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,78.76,2667.68,No,25-48 months
5592-KUTWU,Male,No,No,Yes,60,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Electronic check,96.01,5757.08,No,49+ months
8961-DBTPR,Female,No,Yes,No,7,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,62.52,436.9,No,0-12 months
5839-CITFJ,Female,No,Yes,No,11,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),86.1,948.43,No,0-12 months
7164-JMQIQ,Male,Yes,Yes,No,32,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),95.37,3055.02,No,25-48 months
4191-IIABP,Female,No,No,Yes,6,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Mailed check,73.5,435.57,No,0-12 months
7172-AJRZH,Male,No,No,No,18,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),55.57,1001.81,No,13-24 months
9980-KWBHV,Female,No,Yes,No,25,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),56.9,1434.05,No,25-48 months
3247-QOQWX,Male,No,No,No,50,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),85.21,4275.58,No,49+ months
8340-SELAW,Female,No,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),86.97,865.68,No,0-12 months
5940-HYWKA,Male,No,Yes,Yes,16,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),50.97,813.93,No,13-24 months
8788-SXCXQ,Male,No,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.27,378.55,Yes,0-12 months
2668-TUHZN,Female,No,No,Yes,8,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),100.76,787.41,No,0-12 months
5531-OSGSS,Female,No,Yes,No,2,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,92.08,187.91,Yes,0-12 months
9964-VHJFO,Male,No,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,89.72,452.67,No,0-12 months
7511-QHHYI,Female,No,No,No,10,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,82.59,822.53,Yes,0-12 months
4009-ORCQD,Female,Yes,Yes,No,13,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),55.16,715.91,Yes,13-24 months
7979-NIIYZ,Male,No,No,Yes,29,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),104.13,3032.33,No,25-48 months
5285-RJUDL,Male,No,No,No,14,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,61.8,875.74,Yes,13-24 months
6978-HBVMU,Female,No,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.67,67.03,Yes,0-12 months
7303-PBKJO,Female,No,Yes,No,33,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,78.28,2579.07,No,25-48 months
8569-WIYHN,Female,No,No,Yes,18,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,59.78,1071.65,Yes,13-24 months
7267-ZYRVT,Female,No,No,Yes,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),100.37,6717.78,No,49+ months
3461-TULSN,Male,No,No,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),26.33,637.33,No,13-24 months
3160-XUCZW,Male,Yes,Yes,No,18,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),93.0,1673.69,No,13-24 months
1038-QLIOR,Male,No,No,No,8,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),90.06,729.18,Yes,0-12 months
3196-MUHNH,Male,No,No,No,6,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,90.8,558.0,No,0-12 months
7381-GWLKV,Female,No,Yes,Yes,6,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),66.88,401.51,No,0-12 months
9853-KYVMR,Male,No,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,24.19,285.56,No,0-12 months
5558-TROSW,Male,No,No,Yes,4,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),96.57,386.8,Yes,0-12 months
5183-LMVKE,Female,No,Yes,No,44,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,63.86,2826.91,No,25-48 months
2724-AXCVS,Female,Yes,Yes,No,39,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Mailed check,86.15,3351.59,No,25-48 months
1022-GLOYE,Male,No,Yes,No,31,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,72.51,2258.4,No,25-48 months
7279-JZPHA,Female,Yes,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),34.83,40.71,No,0-12 months
6995-ECADH,Male,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,79.53,67.57,Yes,0-12 months
6343-JBKYJ,Female,No,Yes,Yes,24,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),94.62,2264.72,No,13-24 months
2428-NGBIP,Female,No,Yes,Yes,33,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),93.1,3073.35,No,25-48 months
6132-ITDVJ,Male,No,Yes,Yes,0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,57.5,0.0,Yes,0-12 months
3649-ZVLQN,Female,No,No,No,8,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,99.85,796.62,Yes,0-12 months
2037-YBUYT,Male,No,Yes,No,3,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),84.29,243.59,No,0-12 months
3634-PSWFX,Male,No,Yes,Yes,6,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,90.62,522.88,No,0-12 months
8378-EZDOD,Male,Yes,No,Yes,17,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,61.82,1038.07,No,13-24 months
2929-XVCZE,Female,No,No,Yes,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.88,182.17,No,0-12 months
8909-UVHGU,Male,No,No,No,6,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.05,601.46,No,0-12 months
6891-YMTQW,Male,No,Yes,No,19,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),90.57,1734.04,No,13-24 months
3563-NCXEP,Male,No,Yes,No,17,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,83.69,1427.43,No,13-24 months
7841-WTDXX,Male,Yes,Yes,No,46,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Electronic check,49.74,2286.22,No,25-48 months
1161-RSSQN,Male,No,No,No,3,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,61.04,168.48,No,0-12 months
7354-VXMLZ,Male,No,Yes,No,11,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),82.31,908.53,No,0-12 months
6093-UDSPM,Female,No,Yes,No,61,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,64.56,3914.5,No,49+ months
6469-WQWAR,Male,No,No,No,38,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),68.78,2598.4,No,25-48 months
1830-TQOKY,Female,No,Yes,No,21,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,70.52,1478.57,Yes,13-24 months
2019-VMAQF,Female,No,Yes,Yes,35,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),90.27,3160.52,No,25-48 months
2283-TPOOF,Male,No,No,No,14,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),89.36,1261.27,No,13-24 months
3125-KGIZP,Female,No,Yes,No,57,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,61.68,3509.06,No,49+ months
6624-TJRCM,Female,Yes,No,Yes,21,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,82.52,1741.84,Yes,13-24 months
7397-VMFQM,Male,Yes,No,No,28,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,71.86,2001.34,Yes,25-48 months
3610-USJCN,Female,No,Yes,No,25,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,88.7,2229.6,No,25-48 months
6017-SEETQ,Male,No,No,No,26,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,No,Mailed check,57.0,1485.49,Yes,25-48 months
9895-EDFZD,Female,No,No,No,24,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,58.41,1386.61,Yes,13-24 months
8462-RCAXY,Male,Yes,No,Yes,1,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,73.7,65.99,No,0-12 months
1685-LYTXY,Female,No,No,No,22,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Electronic check,100.45,2193.66,No,13-24 months
7868-XLJVG,Male,No,No,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),18.95,697.19,No,25-48 months
1162-WNXJP,Male,No,No,No,0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),98.59,0.0,Yes,0-12 months
3014-JYMFL,Female,No,No,No,53,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,52.21,2773.17,No,49+ months
6347-XKTRZ,Male,No,No,No,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.57,1473.85,No,49+ months
1874-YUDRA,Male,No,No,No,3,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Mailed check,75.44,234.07,No,0-12 months
1671-XKTXO,Female,No,No,Yes,18,Yes,No,DSL,No,No,No,No,Yes,No,Two year,No,Electronic check,62.33,1109.09,Yes,13-24 months
7342-UJZLX,Male,No,No,Yes,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,78.72,148.92,No,0-12 months
7285-YEZUR,Male,No,No,No,7,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,No,Credit card (automatic),72.47,491.91,No,0-12 months
4670-ZEXQS,Female,Yes,Yes,No,23,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),62.63,1450.13,Yes,13-24 months
9562-YULYI,Female,No,Yes,Yes,8,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),62.36,522.76,No,0-12 months
7304-RUDJY,Female,No,Yes,Yes,10,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,86.34,871.66,No,0-12 months
1597-WAQXB,Female,No,No,No,32,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,75.56,2432.52,No,25-48 months
7171-ZKIGV,Female,No,No,Yes,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,30.61,594.1,No,13-24 months
5624-BFNFB,Female,No,No,No,17,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),57.64,990.05,Yes,13-24 months
4648-JUEBV,Male,No,No,No,9,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,101.95,911.86,Yes,0-12 months
4137-JBPPS,Female,No,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,79.98,2307.89,No,25-48 months
4750-VLXOH,Female,No,Yes,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),107.41,1407.32,No,13-24 months
6413-JCSQG,Female,Yes,No,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,30.79,1656.13,No,49+ months
3324-TZDNT,Male,No,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,26.65,583.2,No,13-24 months
6774-XHUOV,Male,No,Yes,No,18,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),79.94,1448.73,No,13-24 months
1781-IHZZQ,Male,No,No,No,39,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),87.8,3432.2,No,25-48 months
3113-YXCHL,Female,No,Yes,No,15,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Electronic check,56.7,845.88,No,13-24 months
8264-JTCFG,Male,No,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,78.5,543.46,Yes,0-12 months
7744-RKSES,Male,No,Yes,No,4,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,62.16,250.75,No,0-12 months
3551-LJHXI,Male,No,No,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.25,339.86,No,13-24 months
9676-UHWIO,Male,No,No,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,77.83,1015.15,Yes,13-24 months
9078-PNHRJ,Female,No,No,No,12,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,57.49,695.1,No,0-12 months
7971-TFLBG,Female,No,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),72.59,736.48,No,0-12 months
5943-CMCRK,Female,No,No,Yes,26,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),103.85,2710.85,No,25-48 months
5135-FAAWH,Female,No,Yes,No,17,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),61.85,1051.89,Yes,13-24 months
1612-PKEDF,Female,No,Yes,No,18,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,63.11,1145.69,No,13-24 months
7509-VSILK,Female,No,Yes,No,8,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,79.34,624.68,Yes,0-12 months
8183-AMWUU,Male,No,No,Yes,22,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),78.13,1721.02,No,13-24 months
1669-MBDFZ,Female,Yes,No,No,12,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,77.97,940.66,No,0-12 months
9438-EYCAD,Female,No,No,No,35,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,No,Credit card (automatic),51.37,1806.52,No,25-48 months
4864-TBZEC,Female,Yes,No,No,18,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,85.7,1541.31,Yes,13-24 months
1264-TFRFS,Female,No,Yes,Yes,8,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,88.59,686.99,Yes,0-12 months
8544-KBOLL,Female,No,No,No,3,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,89.27,289.46,No,0-12 months
3504-UXBVC,Male,No,Yes,No,28,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.25,504.7,No,25-48 months
1587-ZPUXZ,Male,No,Yes,Yes,11,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.59,829.65,Yes,0-12 months
9381-AUCTB,Male,No,Yes,No,1,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,79.53,89.97,No,0-12 months
7450-ORZKY,Male,No,Yes,No,59,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,86.63,5117.17,No,49+ months
3326-PVQEL,Male,No,No,No,11,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),63.25,708.71,No,0-12 months
2674-OCATP,Female,No,Yes,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),29.38,921.35,No,25-48 months
7049-BCHXO,Male,No,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.34,352.98,No,13-24 months
2958-FITAH,Male,No,No,No,53,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),50.85,2677.45,No,49+ months
4830-WCDZY,Female,No,Yes,Yes,0,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,No,Electronic check,65.76,0.0,No,0-12 months
6925-OUCYU,Male,No,Yes,No,7,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),53.09,388.12,Yes,0-12 months
1948-NTNDL,Male,No,No,No,18,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,96.09,1728.46,Yes,13-24 months
8568-GICMO,Female,No,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),28.58,260.74,No,0-12 months
2138-AFWBX,Female,No,No,No,32,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Electronic check,59.34,1877.31,No,25-48 months
7701-FNDUH,Female,No,Yes,No,27,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),92.08,2497.31,No,25-48 months
6661-NTQYH,Male,No,Yes,No,0,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),59.4,0.0,No,0-12 months
7999-NZFWV,Male,No,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,19.51,455.67,No,13-24 months
2967-YSNSC,Male,No,Yes,No,43,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,83.0,3553.08,Yes,25-48 months
6394-ITMGN,Female,Yes,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),26.89,234.76,No,0-12 months
8230-IWYSO,Male,No,Yes,No,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.2,47.14,No,0-12 months
8155-NXFUD,Male,No,Yes,No,32,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,108.0,3470.41,No,25-48 months
1285-IAXTY,Male,Yes,No,No,55,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),76.41,4203.07,No,49+ months
2762-INIDD,Male,No,Yes,No,25,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),81.93,2070.34,No,25-48 months
1987-HBINV,Female,No,Yes,No,44,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),104.25,4584.89,Yes,25-48 months
4198-WPQPL,Female,No,No,No,72,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.31,6208.46,No,49+ months
6154-KNRUU,Female,No,Yes,No,16,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Electronic check,76.62,1231.66,No,13-24 months
2348-PTECL,Female,No,Yes,Yes,65,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),90.95,5918.55,No,49+ months
8156-IIDCQ,Male,No,No,No,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,88.6,885.64,Yes,0-12 months
5577-XAHMW,Female,No,No,No,32,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,63.15,2036.62,No,25-48 months
2447-LVLNO,Male,No,Yes,No,55,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.78,5193.87,No,49+ months
1526-ISZTV,Female,No,Yes,No,17,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,59.29,995.6,No,13-24 months
8986-FTYSD,Female,No,Yes,No,23,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,68.8,1597.5,No,13-24 months
2846-GDVLM,Male,No,Yes,No,72,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,90.49,6514.38,No,49+ months
9770-VLBXB,Male,No,Yes,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),87.98,534.41,Yes,0-12 months
3394-WIAHW,Female,No,Yes,No,10,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),66.71,657.36,No,0-12 months
5005-FVYRQ,Male,Yes,Yes,No,35,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,66.67,2334.17,Yes,25-48 months
7716-LFZHS,Female,No,Yes,Yes,10,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),108.33,1086.5,No,0-12 months
4451-JAYMQ,Male,No,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,29.14,477.82,Yes,13-24 months
9333-CPMTX,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.02,19.35,No,0-12 months
6808-MFQNQ,Female,No,Yes,Yes,20,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),71.56,1441.89,No,13-24 months
